Epoch [1/10], Loss: 0.2314, auroc: 0.9767080745341615
Epoch [2/10], Loss: 0.0608, auroc: 0.9972049689440994
Epoch [3/10], Loss: 0.0605, auroc: 0.9972049689440994
Epoch [4/10], Loss: 0.2770, auroc: 0.9751552795031055
Epoch [5/10], Loss: 0.3384, auroc: 0.9583850931677019
Epoch [6/10], Loss: 0.3093, auroc: 0.9549689440993789
Epoch [7/10], Loss: 0.0833, auroc: 0.9956521739130435
Epoch [8/10], Loss: 0.0260, auroc: 1.0
Epoch [9/10], Loss: 0.0009, auroc: 1.0
Epoch [10/10], Loss: 0.0005, auroc: 1.0
